Set,Vinuesa,Hart,Crotty,Genes
Random_CoreNet_GRN_sig_only_size_match_603,1,1,1,"{'HOMER3', 'PLCB3', 'STX19', 'TTK', 'NRSN1', 'ATG4B', 'SNAP23', 'CDC23', 'PLCB4', 'MYLPF', 'TRAF3IP3', 'HEPACAM2', 'FGF19', 'AARS2', 'MYPOP', 'CCNB1IP1', 'IMUP', 'E7EMG6', 'PTPMT1', 'THOP1', 'PALD1', 'AP1G2', 'MTPAP', 'HECTD4', 'MC2R', 'ONECUT3', 'DCAF1', 'Q7KZQ1', 'SPAM1', 'XKR3', 'Q6ZTP6', 'NUDT4', 'RWDD1', 'NLRP13', 'NUP85', 'HMOX1', 'GNA14', 'B4DH63', 'SLC6A13', 'NUTM2D', 'RSPO4', 'BRPF3', 'ZDBF2', 'ADGRL2', 'BUB1', 'EVC', 'ZMAT5', 'GEMIN4', 'Q5LJB2', 'MARS1', 'CBS', 'TSR3', 'TOR2A', 'MCTP2', 'UBD', 'NICN1', 'ZBTB4', 'PLCXD2', 'C16ORF96', 'STK19', 'SHB', 'NOP9', 'SETBP1', 'HEL2', 'RIC3', 'ZMIZ2', 'FHL2', 'LSM14A', 'TEX48', 'OCIAD2', 'CHCHD3', 'ARMH4', 'TTC39A', 'PECR', 'Q96MK7', 'RABL2B', 'ZCRB1', 'PUS7L', 'UBXN2A', 'HERC3', 'SWAP70', 'ZBTB7A', 'TMP_LOCUS_54', 'RAB40C', 'STRA6', 'CFL2', 'CADM2', 'F8WCN8', 'OOSP2', 'E7EPB4', 'EEA1', 'IGIP', 'EPCAM', 'LRRC27', 'FBXO27', 'ZNF239', 'BBS5', 'TKT', 'Q8NBD6', 'ABHD12B', 'CDH6', 'CCDC82', 'OPRK1', 'LATS1', 'PTPRT', 'LLCFC1', 'ACE', 'ODF1', 'JAKMIP3', 'NYNRIN', 'IHH', 'Q5JVB6', 'Q8NAK8', 'KRTAP13-1', 'MRPL17', 'ITGB1', 'SMIM17', 'FTL', 'PCNT', 'KCTD13', 'H0YAA0', 'CXORF51B', 'MAN1B1', 'ZWILCH', 'TGDS', 'IKBKG', 'GRIA1', 'IFITM3', 'SVIL', 'IL2RA', 'TMEM87A', 'ERLIN2', 'SERPINE2', 'SCGB2B2', 'NPIPB6', 'PAK3', 'ODAPH', 'NAA16', 'CHP1', 'BBLN', 'ARFGAP2', 'RTL8C', 'ZNF474', 'MTCH1', 'TBC1D8', 'ATPSCKMT', 'PRAF2', 'MMP9', 'SH3KBP1', 'MED1', 'SRI', 'TMEM70'}"
Random_CoreNet_GRN_sig_only_size_match_604,0,0,0,"{'PDHX', 'SLC30A4', 'COX7A1', 'U5-116KD', 'CHST9', 'LRRC56', 'OFCC1', 'KRTAP5-8', 'UPI0002590962', 'DNM2', 'RFC2', 'LGALS1', 'MEAF6', 'RAB14', 'ARMC8', 'LIMS1', 'BOLA2-SMG1P6', 'SPICE1', 'SEC24B', 'CCDC92', 'TFF2', 'AP4E1', 'SHISAL2A', 'CSRNP2', 'MBIP', 'GPRASP2', 'RDH11', 'HEPHL1', 'EXTL3', 'PABPC1', 'Q59EJ3', 'ANP32A', 'ATG12', 'SOCS6', 'OTOA', 'CHD3', 'PABIR3', 'OLFML2B', 'ZFP36', 'URF-RET', 'NOC4L', 'PTN', 'KRTAP2-4', 'CFAP36', 'B3KRP9', 'ARSF', 'SEC62', 'NDRG3', 'FBRS', 'Q59FM5', 'SH3PXD2B', 'CDK14', 'GAL3ST4', 'Q6ZVU3', 'TXNDC2', 'SSMEM1', 'OPTN', 'GH2', 'CCDC43', 'SLC23A1', 'COL25A1', 'ARSA', 'TAS2R19', 'CAPS', 'AID', 'Q9HAA0', 'ELOVL5', 'RSPO2', 'C7ORF57', 'JOSD2', 'SDC3', 'OTOL1', 'MEDAG', 'FXR1', 'DUSP9', 'MARVELD2', 'Q6ZT36', 'HLA-DMA', 'RUSC1', 'VHLL', 'MTRF1L', 'PSMA5', 'ASCC3', 'ITPKC', 'NPBWR1', 'FDXACB1', 'Q59H91', 'PAX9', 'DUSP26', 'PI4KA', 'WDR89', 'VOPP1', 'ZNF419', 'REEP3', 'F5H5E5', 'KCNQ5', 'RCL1', 'TBX19', 'DPYS', 'Q96K97', 'MPP4', 'POU2F2', 'WDR45B', 'TMEM54', 'SPTSSA', 'MOGAT2', 'PCDHB12', 'DCANP1', 'AMH', 'CAND1', 'MED9', 'IST1', 'ADAMTS2', 'KIF17', 'ADGRG7', 'PDIA6', 'IKZF1', 'SCRIB', 'BCS1L', 'AHR', 'CENPQ', 'PANX1', 'TGFBR1', 'LRRC42', 'MTCP1', 'EMP1', 'PHYKPL', 'LRP5', 'EPSTI1', 'AKAP8', 'PPGB', 'SWI5', 'PPAN', 'GDI1', 'CSK', 'AKR1C1', 'RHPN1-AS1', 'GNAZ', 'FAM174A', 'PIGC', 'CRSP9', 'CENPB', 'DCT', 'LY6H', 'NKAPD1', 'ACIN1', 'CC2D1A', 'CRYBG1', 'SAMD4A', 'PYROXD1', 'ALDH6A1', 'ZBTB14'}"
Random_CoreNet_GRN_sig_only_size_match_605,0,0,0,"{'FOXA3', 'RGS10', 'TTLL7', 'SF3A1', 'TBC1D5', 'C11ORF98', 'ACO1', 'TM9SF2', 'PRDM4', 'SEC24D', 'MTX2', 'RNASE2', 'DPF2', 'DUSP21', 'PAX8', 'MRPS30', 'KRTAP17-1', 'RAB28', 'NCOA6', 'TARDBP', 'SLC18A3', 'STIM1', 'PKN2', 'SOX5', 'KCNJ3', 'DDX19A', 'MYRF', 'Q9H3J7', 'MN1', 'DCUN1D5', 'NUDT5', 'GSTM1', 'NFATC3', 'TMEM126B', 'UTP11', 'TAP2', 'AGL', 'NDUFC2', 'ZNF507', 'TNFRSF9', 'HMGN4', 'TXK', 'U2AF2', 'ZNF100', 'NFE2L2', 'ATP8B4', 'H2AC7', 'IGF1', 'SPATA5L1', 'MSLN', 'GALNT18', 'SOX10', 'ARL1', 'POGK', 'NWD1', 'SWSAP1', 'TPM4', 'CDK12', 'KMT2C', 'KCND3', 'MOSPD2', 'HELT', 'IGFBP3', 'TRAPPC1', 'TBC1D10C', 'CCDC43', 'CBX1', 'TSACC', 'EARS2', 'H2BC3', 'STARD3', 'FOXC1', 'SLC25A15', 'JOSD2', 'SMAD2', 'TECPR1', 'NISCH', 'FKBP15', 'RPF2', 'CLEC10A', 'TLR6', 'IPO7', 'FCMR', 'OXCT2', 'C8ORF30A', 'DDX1', 'B3KS06', 'Q5VX10', 'ACY3', 'ATMIN', 'ENTPD4', 'MIS18A', 'A0A024R1L7', 'NCOA7', 'E7ER99', 'GBE1', 'OAS3', 'TTR', 'PCOLCE2', 'CIART', 'KRTAP10-11', 'NFIL3', 'RHOA', 'MYOT', 'OR7D2', 'HMGCR', 'TOR1B', 'SHPRH', 'EMID1', 'OCM2', 'GPC4', 'SLC35A5', 'CTSL', 'B4DPD5', 'KLF11', 'SLC18A2', 'RPS28', 'ZNF280C', 'HPH2', 'SHTN1', 'PLCXD3', 'PGM3', 'CACNA1D', 'SLC26A11', 'ORAI2', 'IGLC3', 'BARD1', 'RIDA', 'TAOK1', 'SQOR', 'CENPT', 'MAGEB18', 'TRMT1L', 'FBXO44', 'CCDC134', 'PCDHGB1', 'INCENP', 'NDFIP2', 'ZFP30', 'SPACA1', 'GPCPD1', 'ATP6V1C1', 'TRRAP', 'B4DWS2', 'SFT2D1', 'TMEM45A', 'MAP1LC3B2', 'DNAJC11', 'ACAA1', 'G3V3K5', 'FSD2', 'PPEF1'}"
Random_CoreNet_GRN_sig_only_size_match_606,0,0,0,"{'ANKRD24', 'FKBP2', 'BANP', 'WDR36', 'AK4', 'KRR1', 'MAPKAPK2', 'KRTAP4-7', 'Q5SV24', 'ATG16L2', 'TRMT11', 'SLC18A1', 'APOBEC3B', 'GMPPA', 'LSM5', 'PIGS', 'MTHFD1L', 'ZNF280A', 'C19ORF53', 'TMEM236', 'SAMSN1', 'PIF1', 'SIPA1L2', 'P2RY2', 'H6PD', 'XKR3', 'CDC14C', 'B3GLCT', 'XIAP', 'UGT1A9', 'RTN4RL1', 'ASRGL1', 'ANXA11', 'GAP43', 'FAM9C', 'NXPH2', 'SLC39A9', 'PSMC1', 'GAD1', 'C9ORF43', 'CLRN2', 'KRT25', 'SAP30L', 'PLEKHB1', 'UFSP1', 'IBSP', 'NF1', 'NPFFR2', 'CNPY4', 'VPS16', 'DGKE', 'NLGN1', 'RHBDD1', 'RFX3', 'PPP4R3A', 'SLC12A6', 'ARMCX5', 'ZIM2', 'DGKB', 'CHRNA7', 'PRKCD', 'TUBG1', 'GPR107', 'UBTFL1', 'RP2', 'NAXD', 'OBP2A', 'ESCO1', 'ELOVL5', 'SGO2', 'FBXL16', 'E2F1', 'TMEM174', 'AATK', 'PLEC', 'KIR3DX1', 'UBE2V2', 'RING1', 'CALCR', 'KHK', 'KCNIP2', 'MKI67', 'TNXB', 'FAM160A2', 'GID4', 'SCFD2', 'UBE3A', 'H2AB2|H2AB3', 'ZNF79', 'GBE1', 'CTPS2', 'DZIP1', 'NPBWR2', 'PTCRA', 'WDR89', 'SDHAF4', 'KCNG3', 'LRP12', 'ADAR', 'PCYT2', 'HMGCR', 'DIMT1', 'HDAC7', 'RBM41', 'MCM8', 'SAMD3', 'HES6', 'PCDHB12', 'FAM126A', 'TBCE', 'CALHM6', 'BAD', 'PP10122', 'ZNF770', 'MTNR1A', 'CCT6B', 'GALM', 'LRPPRC', 'NAPSA', 'TTC21B', 'ARHGAP20', 'PIAS4', 'TAX1BP1', 'DNAH2', 'USP47', 'KIZ', 'PRSS53', 'RIDA', 'RANBP9', 'SLC7A14', 'NR1I3', 'CLMN', 'SKAP1', 'CEP78', 'RNF8', 'EDA2R', 'SNRNP70', 'OTULIN', 'RTL10', 'SPN', 'GTPBP1', 'RBSN', 'WDR20', 'ZNF697', 'FRS2', 'CENPS', 'GINM1', 'Q5VYA4', 'PLN', 'IL19', 'HLA-DPB1', 'ATP8A1'}"
Random_CoreNet_GRN_sig_only_size_match_607,1,2,2,"{'SPTBN5', 'RBPMS2', 'DHRS7B', 'KIAA1671', 'Q59ED0', 'SLC22A2', 'BOP1', 'CXXC4', 'USO1', 'WFDC2', 'NFIC', 'HCCS', 'SIDT2', 'H2BS1', 'ALKBH5', 'KRTAP7-1', 'IGKV3-20', 'TBC1D3', 'F11', 'SCGB1C2', 'UBE2U', 'AAMDC', 'ZNF790', 'HAGH', 'PRSS1', 'OMA1', 'ACSBG2', 'TBC1D32', 'TASL', 'NXF5', 'BAZ1A', 'F8WEK2', 'ALG10B', 'PNN', 'TOR1AIP2', 'OASL', 'TMED10', 'MCFD2', 'B7Z6G2', 'DKFZP434G0715', 'STEAP3', 'SDK2', 'TCEAL4', 'BHLHE23', 'TPRA1', 'TOMM20L', 'OR10G4', 'MLANA', 'REXO5', 'CACNA2D2', 'TCAF1', 'TBC1D23', 'SHB', 'MAN2B1', 'PDS5B', 'TBC1D7', 'POLE4', 'TEKT5', 'DNAAF3', 'C1QTNF5', 'LYPD3', 'CBLL1', 'EEF2K', 'RPL27A', 'CD53', 'TACC2', 'EPAS1', 'ZNF25', 'SHISA3', 'WDR35', 'EGR2', 'S100PBP', 'SPIDR', 'SGK1', 'CXCR3', 'BCL3', 'EOMES', 'ZNF532', 'RBM14-RBM4', 'ZIC4', 'FAM217A', 'UBE2Q2', 'NME3', 'NFS1', 'BBS5', 'WNT9A', 'PPIL2', 'Q9NWB3', 'ZFAND2B', 'MRPL36', 'MON2', 'CPLX4', 'CHST2', 'SLITRK5', 'SIL1', 'HSPB7', 'PCDHA6', 'CLDN18', 'CBLIF', 'VASH1', 'TMCC1', 'TAF6L', 'ZNF321P', 'DBH', 'CPB1', 'SPRR2A', 'NPEPL1', 'TGFB1I1', 'Q8HHH1', 'RPS8', 'IQCC', 'MAGEB3', 'CCDC66', 'CDK3', 'ITGB6', 'ABCA2', 'EPRS1', 'F2RL1', 'FOXM1', 'H2BC20P', 'EYA3', 'ZNF786', 'KIRREL1', 'RPS6KA1', 'CISD1', 'YIF1A', 'SULT1C2', 'DYNC2I1', 'ARHGAP39', 'CACNA1A', 'RHEB', 'NTSR1', 'ENTPD8', 'FOXJ3', 'CCNK', 'SYCP3', 'EVA1C', 'ATP5PB', 'ZNF346', 'CDR2', 'CRLF1', 'PPP1R11', 'WFDC5', 'CERS2', 'VCX2', 'LCE1E', 'BZW1', 'TACR2', 'STARD13', 'LCA5', 'NOXA1', 'FOXP1'}"
Random_CoreNet_GRN_sig_only_size_match_608,0,1,2,"{'SLC36A2', 'SCML1', 'TNFAIP8L1', 'ARL6IP1', 'ECRG4', 'COL18A1', 'LORICRIN', 'CCR1', 'DERP12', 'Q9HA67', 'ZMYM1', 'CDC42EP4', 'CETN1', 'ATP2A2', 'LHX2', 'LIN28A', 'MMP7', 'FAM186B', 'KIR3DL2', 'NSUN4', 'SERPINH1', 'SPIN1', 'RPL8', 'ZSWIM6', 'PPARGC1B', 'DOCK11', 'ATP6V1G2', 'ITGB5', 'DKK2', 'PRDM5', 'FES', 'ATP6V1E2', 'TMEM91', 'FAM81B', 'E5KN55', 'STK4', 'C5ORF49', 'CNPY4', 'ARHGEF33', 'POLD4', 'G6PD', 'TRIP13', 'ESRP2', 'ATXN1', 'RASGRF2', 'B1AL08', 'CACFD1', 'TMEM123', 'MYCBPAP', 'EDC3', 'FGD6', 'ADD2', 'SNX9', 'LRRTM4', 'RAB7A', 'ASB2', 'ZFHX4', 'MRPL46', 'BPIFA1', 'LCE2C', 'TFB2M', 'SYT16', 'CRB1', 'SMARCC1', 'RASSF4', 'ISX', 'LAMA3', 'Q13587', 'NXF1', 'ATP8B2', 'CD109', 'NDUFV3', 'APPL1', 'TSG101', 'SORBS3', 'KCNA1', 'PLSCR4', 'SIX6OS1', 'ATXN7L3', 'TCEANC', 'VPS25', 'GTDC1', 'WIPF3', 'FNBP3', 'CRACR2B', 'KAZN', 'BPIFB3', 'APAF1', 'TOP1MT', 'FEAT', 'ARID2', 'RUNX3', 'SLC12A8', 'ZNF22', 'OVOL1', 'FLT4', 'FBXO32', 'MS4A1', 'CNFN', 'IL12RB1', 'ABCC6', 'MUC20', 'Q9NW22', 'NPTX1', 'FMO4', 'KCNG1', 'SQSTM1', 'TULP2', 'E9KL30', 'CLDN1', 'STMN2', 'RPL36AL', 'SLC11A2', 'NUTM2B', 'HK2', 'TMEM187', 'MTNR1B', 'COMT', 'TP63', 'ZNF395', 'FBXO25', 'HAPLN2', 'DESI1', 'XPC', 'E2F4', 'Q8N7T0', 'ZNF425', 'Q9NZX4', 'EBF1', 'TYRP1', 'RCAN3', 'H3-3B', 'NDUFS5', 'RNF138', 'SPIB', 'APOM', 'U2AF1L5', 'GRIA2', 'KAT2A', 'COPS9', 'PCED1A', 'ZBTB25', 'GRP', 'AARS1', 'FAM74A1', 'ZACN', 'MAP1LC3B2', 'SGSH', 'FANCE', 'CFTR', 'PGAP6', 'STC2'}"
Random_CoreNet_GRN_sig_only_size_match_609,0,1,2,"{'FAM181A', 'FAM118A', 'MRPL49', 'SPG11', 'SNRPG', 'CDC42EP1', 'TTLL6', 'Q59EM9', 'TMED9', 'IGF2R', 'MBL2', 'NDUFA8', 'C9ORF78', 'YIPF4', 'OXSM', 'METTL21A', 'EFCAB11', 'DSG4', 'Q16221', 'SLIT3', 'PSMC4', 'GTF2IRD2B', 'AQP3', 'DDX60L', 'TCTE1', 'UGDH', 'CTNND2', 'SLC6A13', 'ACKR2', 'SET', 'PIK3CB', 'VASH2', 'LMBR1', 'INTS6L', 'CSE1L', 'MMP23B', 'KPNA4', 'ARHGEF9', 'ENTPD7', 'SYT5', 'VAX1', 'KCNQ2', 'H2BC9', 'BLVRB', 'NT5DC3', 'DNAJC14', 'KIR2DS5', 'EDF1', 'PLEKHA5', 'SLC25A12', 'MINPP1', 'CAB39L', 'GCNT3', 'DSG2', 'SLC12A9', 'MPG', 'USP5', 'SERPINE1', 'ZNF10', 'ZFHX4', 'CENPF', 'SIK1B', 'PTMS', 'CD38', 'CCR2', 'DDT', 'EPAS1', 'NID1', 'SNX16', 'Q59HH7', 'DUSP9', 'MARVELD2', 'MRPL47', 'IL-6SAG', 'INA', 'PITPNM2', 'ASB11', 'SEPHS2', 'SLA', 'CLEC3B', 'NEDD1', 'RIMBP2', 'STK36', 'KCNA1', 'C12ORF40', 'REV3L', 'H2BC15', 'POLM', 'ZNF14', 'HOOK1', 'HLF', 'MED13', 'PGM2L1', 'RIPPLY2', 'NYNRIN', 'C1ORF94', 'HEXB', 'STAT4', 'SLC38A7', 'COPS7A', 'Q96TE0', 'PDE4B', 'ZKSCAN7', 'K7N5N2', 'DDX17', 'GJA8', 'LTA', 'SHFL', 'CD300LG', 'TPGS2', 'SPCS1', 'ZNF644', 'RAB6B', 'KCNJ11', 'IGFBP5', 'BEND7', 'TIMM8A', 'CA14', 'MTCH2', 'KCNJ18', 'FAM131C', 'PSMD9', 'MTMR2', 'LRP5', 'TANGO6', 'ACER1', 'DNAJA3', 'KRT84', 'MBOAT2', 'VKORC1', 'ARFGAP2', 'SCIN', 'TM4SF1', 'QKI', 'KATNBL1', 'Q8NC36', 'B1AN94', 'PCMT1', 'ZNF417', 'Q9HAA9', 'PLEKHG4B', 'NCL', 'SHISAL1', 'PPP4R1', 'PTGFR', 'ZNF174', 'SALL2', 'CELF2', 'RPS6KB2', 'Q95HA4', 'B4DII7', 'ZBTB14'}"
Random_CoreNet_GRN_sig_only_size_match_610,0,1,0,"{'FLCN', 'SIAH3', 'DNAJB3', 'C12ORF60', 'AP4S1', 'TRERF1', 'ENY2', 'COA8', 'FNDC9', 'TTC27', 'ZNF655', 'CLEC2B', 'PLTP', 'KCNB1', 'USP26', 'KPNA1', 'ATF6B', 'XKR4', 'MYPOP', 'TOB2', 'SPIN1', 'KRTAP10-1', 'CC2D2A', 'PIDD1', 'DKFZP586N0721', 'ONECUT3', 'GOLGA2', 'ZNF844', 'B3GLCT', 'ETF1', 'MINK1', 'ELANE', 'STAG3L1', 'Q32MA8', 'MLLT6', 'FAM228A', 'MFAP4', 'MST075', 'ZNF615', 'EGFL7', 'NFKBIE', 'MRPL30', 'B4DZD9', 'UFM1', 'TNFRSF10D', 'F5', 'NPAT', 'IMP4', 'RNF214', 'CPM', 'NBPF3', 'FTO', 'BCLAF1', 'MAP3K12', 'OVOL2', 'OAZ1', 'CORO2A', 'URB1', 'BOLA1', 'JUN', 'SMARCD2', 'Q4VXB0', 'SPCS2', 'KIR2DS5', 'WFDC12', 'PABIR1', 'SREBF1', 'ARSK', 'HOMER1', 'KCNK1', 'LAPTM4A', 'RASGRF2', 'CCL21', 'KDM6A', 'MSRA', 'C1ORF43', 'TASOR', 'RAB8B', 'PWP2', 'PCDH18', 'FRMD7', 'FAM13A', 'PHF14', 'GTF2F1', 'DMTF1', 'YTHDC1', 'SNAPC1', 'KLK9', 'RASAL2', 'GEMIN2', 'KIAA0226', 'CCL16', 'LHX4', 'NBEAL1', 'ZFP64', 'WT1', 'ALDH5A1', 'Q59GT1', 'ERG28', 'CHMP5', 'MAGI3', 'STXBP5L', 'RAD51B', 'NOTUM', 'AGRP', 'OSGEP', 'MED21', 'RASSF6', 'SBF1', 'SHANK2', 'SERAC1', 'TMEM131', 'XCL2', 'STEAP1B', 'DHCR24', 'ARHGEF19', 'LRRC18', 'Q6ZR29', 'Q8NAK8', 'TNIP1', 'Q59EV7', 'HMGB2', 'SLC5A3', 'FLI1', 'OR1L3', 'B4DUS4', 'CXORF51B', 'PCDHA2', 'IGHA2', 'TGM7', 'GNS', 'PGS1', 'DYNC2I1', 'TIGD4', 'TCP1', 'CACNA1C', 'PCNX3', 'KRT19', 'RPS5', 'ATAD2', 'B7Z481', 'BLID', 'DAO', 'TIMP2', 'ZDHHC1', 'ARSI', 'GLRA1', 'EED', 'TMEM45A', 'FAIM2', 'LSM1', 'PROZ'}"
Random_CoreNet_GRN_sig_only_size_match_611,0,0,0,"{'S100A1', 'CDK13', 'RAPGEF2', 'BEX3', 'F8WBI7', 'F7', 'PBLD', 'NOS2', 'PRKCG', 'SLCO4A1', 'RBP1', 'BMP3', 'RAVER1', 'E9PSI1', 'ZXDC', 'AP1G2', 'ZNF396', 'BCL2', 'ZNF513', 'CNOT7', 'KCNJ8', 'ZNF300', 'DACT3', 'FANCG', 'CCNJL', 'HSD3B2', 'YRDC', 'ITIH4', 'RMDN2', 'PCYT1B', 'CHAC1', 'CLRN2', 'APOL3', 'CYP2W1', 'NOCT', 'KRT8', 'MPLKIP', 'DOK7', 'MAP3K1', 'KDM2A', 'SUMO1P1', 'SNX26', 'F6STL4', 'CIAPIN1', 'RAB9B', 'SUSD1', 'KCNQ2', 'MRPS2', 'ADAM15', 'STX3', 'DDX52', 'Q59FP7', 'UTF1', 'CEP128', 'RDH12', 'GJB2', 'CCDC43', 'ARFIP2', 'ADD2', 'PPM1F', 'HSP90AA1', 'SP3', 'A8K878', 'CTSA', 'MZF1', 'JOSD2', 'TLR1', 'THAP3', 'BGN', 'HMGXB3', 'HIGD2A', 'GSTM4', 'SMAP', 'B2RDP1', 'POLR2H', 'ADK', 'RPGRIP1L', 'SPDYE4', 'PEX11B', 'MRFAP1L1', 'SMC1A', 'CXORF38', 'Q5JZG9', 'OSCP1', 'TUBAL3', 'NCAPH', 'SUMO3', 'SUPT5H', 'TKT', 'KIAA1109', 'SMARCAL1', 'B0I1T6', 'ADRM1', 'UTP18', 'LHFPL5', 'CASP8', 'UTP3', 'RASSF6', 'RGL2', 'KRT32', 'BICC1', 'CDC42SE1', 'ANKRD17', 'Q59E96', 'TRPM5', 'ARHGEF19', 'MYOT', 'DLG1', 'HIPK4', 'BHMT', 'BORCS8', 'MRC2', 'HOXC10', 'HECTD2', 'FKRP', 'PRPF38A', 'ERGIC1', 'HSBP1L1', 'CSDC2', 'SEL1L', 'B7Z7E0', 'SPCS1', 'NNMT', 'NCDN', 'MYBPC3', 'PLA2G12A', 'SEC22B', 'FREM1', 'DNAJC7', 'PFAS', 'INTS10', 'ZNF483', 'DZIP1L', 'LSM7', 'GNAS', 'LYSMD3', 'DDX51', 'SIK1', 'VPS37C', 'FZD9', 'STARD4', 'ETHE1', 'VPS37D', 'RHPN1-AS1', 'MPP2', 'PRKCZ', 'TGIF2', 'ING1', 'C6ORF89', 'CCNB1', 'OR6C1', 'EYA2'}"
Random_CoreNet_GRN_sig_only_size_match_612,0,1,1,"{'KRT71', 'FAM91A1', 'CR1', 'SPPL2B', 'TMEM87B', 'PIGG', 'MX1', 'TTC39B', 'Q8WUP8', 'SELENOF', 'GNA13', 'SAPCD1', 'COL1A1', 'BTLA', 'CT45A10', 'MAPK11', 'PIGF', 'DDIT4', 'TIGD2', 'ALG14', 'DLD', 'HSD11B2', 'ZNF225', 'KCNK3', 'VDAC3', 'KLHDC5', 'PARP3', 'SLC5A4', 'COIL', 'COX1', 'GAR1', 'AGAP3', 'DEPTOR', 'IGKV4-1', 'MTUS2', 'UNC13B', 'KCNJ3', 'DTWD2', 'CEP164', 'B3KUD8', 'RCBTB1', 'SLC4A11', 'CNOT3', 'NABP2', 'TOP3B', 'Q5JV93', 'EMS1', 'ZNF48', 'TRIB3', 'MST075', 'ZNF212', 'PIK3CB', 'PDE9A', 'ZBED9', 'GSC', 'I3L4S8', 'SNRPA', 'EXOC3-AS1', 'Q6ZUR8', 'COMMD3', 'FCGR2C', 'IRAK1', 'SLCO1C1', 'GTSE1', 'WDR82', 'NDUFAF7', 'ZC3HAV1L', 'PIPOX', 'TRIM5', 'SRMS', 'KRTAP5-1', 'C1ORF194', 'MRPL51', 'C2ORF68', 'ALAS2', 'TNNI1', 'POLH', 'KLF10', 'MOS', 'CENPF', 'PDCD2L', 'SCYL1', 'E9PAT2', 'ZNF135', 'SF3B6', 'CRYZL1', 'GEMIN2', 'ZSCAN31', 'DIS3L', 'ALDH1L2', 'REP15', 'OSBPL8', 'TET1', 'CLEC4F', 'ZNF282', 'PRDM10', 'C16ORF89', 'NXNL1', 'RHOH', 'BMP2K', 'KLF12', 'SBK3', 'UBQLNL', 'ATF4', 'MT1B', 'Q5JQ65', 'TDG', 'SAR1B', 'IGHM', 'CLIC2', 'KLHL29', 'GDF15', 'RCL1', 'COX4I2', 'CX3CR1', 'ZNF281', 'GPR84', 'CBX8', 'CNR2', 'FTL', 'ZNF774', 'CHMP2A', 'AKR7A3', 'HMGCL', 'STIP1', 'RGPD2', 'KHSRP', 'ODF3', 'ILVBL', 'FSTL3', 'ZUP1', 'CCSER2', 'TMOD1', 'ZFYVE27', 'JAML', 'C3ORF20', 'CLDN8', 'ZNF750', 'DBNDD2', 'OTUD7B', 'ZNF641', 'Q9HAF8', 'GPR3', 'TMEM167B', 'FRAT2', 'SLC3A2', 'GZMB', 'HPGDS', 'OXER1', 'SAMD4A', 'GJC3', 'MC4R'}"
Random_CoreNet_GRN_sig_only_size_match_613,0,0,1,"{'SEC23IP', 'HLCS', 'ST3GAL1', 'LTN1', 'RRAS', 'TET2', 'UAP1L1', 'MICA', 'NUDT19', 'OFCC1', 'HES4', 'NFIC', 'MEPE', 'FGFBP1', 'DDIT4', 'EFHB', 'TCF12', 'MGST2', 'CLEC19A', 'LTBP3', 'B3KNU0', 'STIM1', 'IGKV4-1', 'PTCH1', 'ATP6V1F', 'PAG1', 'IGF2', 'TSGA10', 'TTF2', 'HAL', 'TOP3B', 'KRT6A', 'LILRB5', 'ELL2', 'RELN', 'PPP1R3A', 'EMC9', 'VAC14', 'TTL', 'SLC38A4', 'FEZF1', 'KLRD1', 'CSNK2A3', 'SPINK9', 'SLC25A27', 'DPPA2', 'STK4', 'SEC13', 'ACSF3', 'OVOL2', 'CCDC12', 'NCOR1', 'CIPC', 'DOCK6', 'TRAPPC6A', 'RPS6KA5', 'TEK', 'IRGQ', 'NUDT16', 'PNKD', 'TAFA4', 'IL17B', 'C1ORF43', 'MXI1', 'SELENOO', 'RBM47', 'USP14', 'DYNLT1', 'PCNX1', 'MAP3K7', 'TPI1', 'CELSR2', 'WDR97', 'PLPP6', 'ZMYM2', 'GDPD2', 'F8VXI5', 'MPST', 'CFL2', 'ZFP3', 'Q96BH6', 'Q9NW71', 'EPCAM', 'PAK2', 'ZSCAN1', 'CTSC', 'MIIP', 'A8K2S7', 'CNN1', 'ZNFX1', 'MIS18A', 'FLYWCH1', 'SLC49A3', 'GEMIN6', 'ANGPT2', 'DNAJA4', 'PCCA', 'CAGE1', 'HOOK1', 'CCDC146', 'STK32A', 'NRXN3', 'UTP23', 'PCDHA1', 'METTL21C', 'FAM102B', 'CCNQ', 'TBC1D10A', 'HOXB7', 'PCDHGB2', 'SLC9A6', 'CYP2C8', 'CDKL1', 'CLEC4G', 'HBG1', 'AAK1', 'ARHGEF17', 'PLEKHG3', 'CRCT1', 'IRF6', 'SLC22A25', 'MTNR1A', 'TRPC3', 'RUVBL', 'SFXN5', 'LINS1', 'DNAH2', 'SCYL3', 'CLDN1', 'ARFGAP3', 'NUP35', 'P4HA2', 'GIMAP4', 'PARP4', 'RBBP5', 'GRM5', 'MAGEB18', 'RIMS1', 'CSGALNACT2', 'ISCA1', 'PDE3A', 'PDCD2', 'LYSMD3', 'OTUD3', 'TMEM68', 'Q96SH0', 'DOCK9', 'MAN1C1', 'INADL', 'AP1M1', 'TTC3', 'DIAPH2'}"
